customer_id,transaction_date,revenue
CUST_001,2024-02-05,406.66442526405814
CUST_008,2024-02-05,446.67670386254605
CUST_004,2024-02-06,582.7605515697612
CUST_004,2024-02-07,393.4808063108774
CUST_018,2024-02-07,269.8902321951608
CUST_017,2024-02-07,554.4604405005963
CUST_007,2024-02-07,451.1040288527767
CUST_017,2024-02-08,988.097768913141
CUST_004,2024-02-08,558.8062834598894
CUST_012,2024-02-08,481.32121286094736
CUST_003,2024-02-09,668.5312672537275
CUST_007,2024-02-10,821.4807782170831
CUST_013,2024-02-10,548.6777474561833
CUST_010,2024-02-10,751.293987450233
CUST_007,2024-02-10,508.33582354159506
CUST_018,2024-02-11,509.03493822336384
CUST_005,2024-02-12,566.8260351922077
CUST_007,2024-02-13,280.7365015946417
CUST_019,2024-02-14,194.43860975417914
CUST_012,2024-02-14,
CUST_020,2024-02-15,577.9019771361759
CUST_008,2024-02-15,729.9108369503866
CUST_009,2024-02-15,533.6138722715625
CUST_007,2024-02-15,501.88886011726925
CUST_017,2024-02-16,435.2086697587442
CUST_011,2024-02-17,778.9950509730395
CUST_012,2024-02-17,282.0725811391459
CUST_010,2024-02-17,617.6009616371252
CUST_016,2024-02-17,213.09402244036716
CUST_013,2024-02-18,554.3714688207953
CUST_019,2024-02-19,301.9650189469037
CUST_005,2024-02-19,
CUST_001,2024-02-20,551.092287693254
CUST_017,2024-02-21,497.9333067099212
CUST_001,2024-02-22,551.3685377011271
CUST_016,2024-02-22,786.7294409764143
CUST_006,2024-02-22,403.3587229748078
CUST_019,2024-02-23,703.3955577962288
CUST_017,2024-02-24,-21.725382045483457
CUST_012,2024-02-25,459.7605407075731
CUST_017,2024-02-26,596.8063924377722
CUST_002,2024-02-27,705.2947336298523
CUST_006,2024-02-27,369.71270944284504
CUST_015,2024-02-28,517.4616470181136
CUST_017,2024-02-29,681.8234649837652
CUST_005,2024-02-29,-478.392605258822
CUST_004,2024-02-29,327.79176407663886
CUST_016,2024-03-01,409.66156956767355
CUST_011,2024-03-01,612.1052047417702
CUST_016,2024-03-01,456.39615379534354
CUST_005,2024-03-02,483.9454460068163
CUST_018,2024-03-02,344.7136516370939
CUST_010,2024-03-02,395.04117380111217
CUST_017,2024-03-03,532.0969866101333
CUST_003,2024-03-04,420.4248278584209
CUST_014,2024-03-05,
CUST_002,2024-03-05,627.7103138568243
CUST_013,2024-03-06,351.8096231305188
CUST_018,2024-03-06,-386.5473882073545
CUST_006,2024-03-06,286.66194356034885
CUST_017,2024-03-07,701.4648227161595
CUST_013,2024-03-07,303.8514397724364
CUST_020,2024-03-07,721.9150891743237
CUST_004,2024-03-07,797.9204609340325
CUST_013,2024-03-08,407.43643875696876
CUST_006,2024-03-08,311.1736937671707
CUST_005,2024-03-08,
CUST_017,2024-03-09,636.1807920863641
CUST_006,2024-03-09,806.4980734523458
CUST_004,2024-03-10,742.9418233155966
CUST_019,2024-03-10,777.0470497171405
CUST_011,2024-03-11,539.8932904031649
CUST_004,2024-03-11,387.80450152602646
CUST_013,2024-03-12,179.17995277860268
CUST_008,2024-03-12,665.9493657242664
CUST_003,2024-03-13,615.7457223952005
CUST_017,2024-03-13,555.6718810056964
CUST_005,2024-03-13,409.4022219926269
CUST_008,2024-03-14,410.8225920913626
CUST_011,2024-03-14,588.2492777690964
CUST_004,2024-03-15,756.3938742094433
CUST_013,2024-03-15,623.7350279193101
CUST_015,2024-03-16,220.86351787180303
CUST_008,2024-03-17,649.5410102417604
CUST_006,2024-03-18,278.2120631330238
CUST_003,2024-03-18,671.5631064810393
CUST_004,2024-03-19,645.511666687059
CUST_006,2024-03-19,608.1159573710867
CUST_001,2024-03-19,439.05879059153233
CUST_020,2024-03-20,539.0793480611025
CUST_015,2024-03-21,-712.1376893918621
CUST_004,2024-03-22,428.9616828534337
CUST_011,2024-03-22,233.1919626643582
CUST_005,2024-03-22,724.4066467233774
CUST_020,2024-03-22,-866.862796942524
CUST_012,2024-03-23,
CUST_004,2024-03-23,680.7455970951122
CUST_016,2024-03-23,600.863752834264
CUST_004,2024-03-23,450.60894394162733
CUST_001,2024-03-24,429.45778299058344
CUST_019,2024-03-24,380.524556201362
CUST_008,2024-03-24,599.1162847583211
CUST_011,2024-03-25,306.50586503884193
CUST_006,2024-03-25,305.73818419045756
CUST_007,2024-03-26,392.25448757438767
CUST_020,2024-03-26,635.8831417235755
CUST_006,2024-03-26,841.4977439598256
CUST_017,2024-03-27,255.60460841686216
CUST_007,2024-03-27,414.9255248096907
CUST_001,2024-03-27,669.3333114570362
CUST_013,2024-03-27,252.38964208271582
CUST_017,2024-03-28,605.1413392169115
CUST_018,2024-03-28,455.2043312302223
CUST_010,2024-03-29,392.6285196697074
CUST_019,2024-03-29,-640.3517589721191
CUST_008,2024-03-30,690.7332642491237
CUST_015,2024-03-30,629.2947627590233
CUST_005,2024-03-30,593.5099158374528
CUST_003,2024-03-30,246.01007379353157
CUST_019,2024-03-31,364.92006722192843
CUST_018,2024-04-01,313.7748153576316
CUST_020,2024-04-02,377.5541886417732
CUST_005,2024-04-02,444.9540201679426
CUST_005,2024-04-02,570.8594964259037
CUST_006,2024-04-02,497.01654057638143
CUST_014,2024-04-03,550.0465297175896
CUST_007,2024-04-04,592.6084714580488
CUST_013,2024-04-05,319.97450053975865
CUST_018,2024-04-06,255.56105210355094
CUST_010,2024-04-06,582.7795482964251
CUST_006,2024-04-07,606.7433975706234
CUST_008,2024-04-07,300.08832938175726
CUST_014,2024-04-08,577.6488530703684
CUST_002,2024-04-08,391.13842802698014
CUST_011,2024-04-09,581.1502808905443
CUST_004,2024-04-09,519.9404277834036
CUST_017,2024-04-09,544.6640376377596
CUST_007,2024-04-09,242.06884899316697
CUST_002,2024-04-10,494.75172642545573
CUST_009,2024-04-10,765.6200953453265
CUST_002,2024-04-10,594.8611608583282
CUST_005,2024-04-11,645.8831674440095
CUST_012,2024-04-11,302.0978166293892
CUST_017,2024-04-11,466.0632171486986
CUST_005,2024-04-12,703.2267758559874
CUST_016,2024-04-12,-654.2963945454599
CUST_006,2024-04-12,207.12696904839765
CUST_016,2024-04-13,458.07514012999394
CUST_008,2024-04-13,703.4950073275181
CUST_018,2024-04-13,93.12642622280396
CUST_002,2024-04-14,511.948678629138
CUST_015,2024-04-15,651.997405408303
CUST_017,2024-04-15,630.1647536256332
CUST_004,2024-04-15,-542.4548308092825
CUST_013,2024-04-16,
CUST_013,2024-04-16,474.21299433923633
CUST_012,2024-04-17,433.1746217898842
CUST_016,2024-04-17,718.0076715676552
CUST_018,2024-04-18,600.0809140297757
CUST_004,2024-04-18,-742.0954731091166
CUST_004,2024-04-19,647.6483597714875
CUST_002,2024-04-20,467.90167336617367
CUST_008,2024-04-21,264.50594935139856
CUST_020,2024-04-21,511.0944446110352
CUST_019,2024-04-21,425.60464305102937
CUST_020,2024-04-22,474.7827656562059
CUST_017,2024-04-22,
CUST_010,2024-04-22,400.1092275806906
CUST_009,2024-04-23,489.6466227505659
CUST_003,2024-04-23,471.86320035946227
CUST_009,2024-04-23,506.8388246705075
CUST_005,2024-04-24,405.3511805189079
CUST_013,2024-04-24,680.8442116929256
CUST_017,2024-04-24,551.470257652531
CUST_018,2024-04-24,536.0034106527569
CUST_016,2024-04-25,545.8331480565888
CUST_009,2024-04-25,651.2781237167873
CUST_013,2024-04-25,729.7533201861372
CUST_010,2024-04-26,-534.4441895245479
CUST_010,2024-04-26,477.1292967342356
CUST_011,2024-04-26,597.8802040639218
CUST_013,2024-04-27,
CUST_003,2024-04-27,677.9581118322932
CUST_016,2024-04-27,464.5470749113461
CUST_006,2024-04-27,577.7959471420351
CUST_017,2024-04-28,406.2939915256845
CUST_010,2024-04-28,
CUST_001,2024-04-28,421.1291919030565
CUST_018,2024-04-28,609.8185410999608
CUST_004,2024-04-29,662.0103500483247
